Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
549-96-4200,C,0,1,0,Member,Male,Food and beverages,17.04,4,3.408,71.568,3/8/2019,20:15,Ewallet,7
810-60-6344,C,0,1,0,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2019,14:38,Credit card,6.5
450-28-2866,C,0,1,0,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,8.1
394-30-3170,B,0,0,1,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,19:35,Credit card,4.3
138-17-5109,A,1,0,0,Member,Female,Home and lifestyle,89.21,9,401.445,8.430.345,1/15/2019,15:42,Credit card,6.5
192-98-7397,C,0,1,0,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,1/8/2019,14:11,Ewallet,9.5
301-11-9629,A,1,0,0,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,9.7
390-80-5128,B,0,0,1,Member,Female,Health and beauty,19.15,1,0.9575,201.075,1/28/2019,17:58,Credit card,9.5
235-46-8343,C,0,1,0,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,8.9
453-12-7053,C,0,1,0,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,3/10/2019,17:38,Credit card,6.5
296-11-7041,B,0,0,1,Member,Female,Health and beauty,27.07,1,13.535,284.235,1/12/2019,20:07,Credit card,5.3
449-27-2918,B,0,0,1,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02,Credit card,9.6
891-01-7034,B,0,0,1,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,1/1/2019,19:07,Cash,6.7
744-09-5786,B,0,0,1,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50,Cash,7.6
727-17-0390,A,1,0,0,Normal,Female,Food and beverages,63.61,5,159.025,3.339.525,3/16/2019,12:43,Ewallet,4.8
568-88-3448,A,1,0,0,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,5.5
187-83-5490,A,1,0,0,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,4.7
767-54-1907,B,0,0,1,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,6.9
710-46-4433,B,0,0,1,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,4.5
533-33-5337,B,0,0,1,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2/7/2019,20:24,Cash,6.2
325-90-8763,C,0,1,0,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,7.6
729-46-7422,C,0,1,0,Normal,Male,Food and beverages,35.89,1,17.945,376.845,2/23/2019,16:52,Credit card,7.9
639-76-1242,C,0,1,0,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,4.5
234-03-4040,B,0,0,1,Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12:25,Credit card,8.7
326-71-2155,C,0,1,0,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,6.1
320-32-8842,C,0,1,0,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,6.4
470-32-9057,A,1,0,0,Member,Male,Food and beverages,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,9.1
878-30-2331,C,0,1,0,Member,Female,Sports and travel,54.55,10,27.275,572.775,3/2/2019,11:22,Credit card,7.1
440-59-5691,C,0,1,0,Member,Female,Health and beauty,37.15,7,130.025,2.730.525,2/8/2019,13:12,Credit card,7.7
554-53-3790,B,0,0,1,Normal,Male,Sports and travel,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,4.5
746-19-0921,C,0,1,0,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2/9/2019,10:02,Ewallet,7.2
233-34-0817,C,0,1,0,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,8.4
767-05-1286,C,0,1,0,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,5.4
340-21-9136,A,1,0,0,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,9.7
405-31-3305,A,1,0,0,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2/2/2019,18:31,Credit card,5.5
731-59-7531,B,0,0,1,Member,Male,Health and beauty,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,4.6
676-39-6028,A,1,0,0,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,6.6
502-05-1910,A,1,0,0,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,6.3
485-30-8700,A,1,0,0,Normal,Female,Sports and travel,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,4.2
598-47-9715,C,0,1,0,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,3/7/2019,16:54,Ewallet,4.4
701-69-8742,B,0,0,1,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,6.7
575-67-1508,A,1,0,0,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,6.7
541-08-3113,C,0,1,0,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2/2/2019,20:29,Cash,8.4
246-11-3901,C,0,1,0,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,6.2
674-15-9296,A,1,0,0,Normal,Male,Sports and travel,37.14,5,9.285,194.985,1/8/2019,13:05,Ewallet,5
305-18-3552,B,0,0,1,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,6
493-65-6248,C,0,1,0,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,7
438-01-4015,B,0,0,1,Member,Female,Sports and travel,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,6.6
709-58-4068,B,0,0,1,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,7.3
795-49-7276,A,1,0,0,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,8.3
556-72-8512,C,0,1,0,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,4.3
627-95-3243,B,0,0,1,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2/4/2019,13:21,Ewallet,9.8
686-41-0932,B,0,0,1,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,8.2
510-09-5628,A,1,0,0,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,7.2
608-04-3797,B,0,0,1,Member,Female,Health and beauty,25.32,8,10.128,212.688,3/5/2019,20:24,Ewallet,8.7
148-82-2527,C,0,1,0,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,8.4
437-53-3084,B,0,0,1,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,7.1
632-32-4574,B,0,0,1,Normal,Male,Sports and travel,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,5.5
556-97-7101,C,0,1,0,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51,Cash,8.5
862-59-8517,C,0,1,0,Normal,Female,Food and beverages,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,6.2
401-18-8016,B,0,0,1,Member,Female,Sports and travel,98.13,1,49.065,1.030.365,1/21/2019,17:36,Cash,8.9
420-18-8989,A,1,0,0,Member,Female,Sports and travel,51.52,8,20.608,432.768,2/2/2019,15:47,Cash,9.6
277-63-2961,B,0,0,1,Member,Male,Sports and travel,73.97,1,36.985,776.685,2/3/2019,15:53,Credit card,5.4
573-98-8548,C,0,1,0,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,12:40,Ewallet,9.1
620-02-2046,C,0,1,0,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,9
282-35-2475,B,0,0,1,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,6.3
511-54-3087,B,0,0,1,Normal,Male,Sports and travel,88.45,1,44.225,928.725,2/25/2019,16:36,Credit card,9.5
726-29-6793,A,1,0,0,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,9.8
387-49-4215,B,0,0,1,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,6.7
862-17-9201,B,0,0,1,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,7.7
291-21-5991,B,0,0,1,Member,Male,Health and beauty,61.29,5,153.225,3.217.725,3/29/2019,14:28,Cash,7
602-80-9671,C,0,1,0,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2/9/2019,17:15,Credit card,5.1
347-72-6115,B,0,0,1,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,6.2
209-61-0206,A,1,0,0,Normal,Female,Home and lifestyle,42.91,5,107.275,2.252.775,1/5/2019,17:29,Ewallet,6.1
595-27-4851,A,1,0,0,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,9.3
189-52-0236,A,1,0,0,Normal,Male,Electronic accessories,99.55,7,348.425,7.316.925,3/14/2019,12:07,Cash,7.6
503-07-0930,C,0,1,0,Member,Male,Sports and travel,58.39,7,204.365,4.291.665,2/23/2019,19:49,Credit card,8.2
413-20-6708,C,0,1,0,Member,Female,Fashion accessories,51.47,1,25.735,540.435,3/18/2019,15:52,Ewallet,8.5
425-85-2085,B,0,0,1,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,9.8
521-18-7827,C,0,1,0,Member,Male,Home and lifestyle,39.39,5,98.475,2.067.975,1/22/2019,20:46,Credit card,8.7
220-28-1851,A,1,0,0,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,3/1/2019,18:14,Ewallet,9.7
600-38-9738,C,0,1,0,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,4.3
734-91-1155,B,0,0,1,Normal,Female,Electronic accessories,45.71,3,68.565,1.439.865,3/26/2019,10:34,Credit card,7.7
451-28-5717,C,0,1,0,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,7.3
609-81-8548,A,1,0,0,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/2019,13:55,Credit card,5.9
133-14-7229,C,0,1,0,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/2019,11:43,Cash,5
534-01-4457,A,1,0,0,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,8
719-89-8991,A,1,0,0,Member,Female,Sports and travel,91.41,5,228.525,4.799.025,2/25/2019,16:03,Ewallet,7.1
286-62-6248,B,0,0,1,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,9
339-38-9982,B,0,0,1,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,6.7
827-44-5872,B,0,0,1,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,6.1
827-77-7633,A,1,0,0,Normal,Male,Sports and travel,98.09,9,441.405,9.269.505,2/17/2019,19:41,Cash,9.3
287-83-1405,A,1,0,0,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,7
435-13-4908,A,1,0,0,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,7.2
857-67-9057,B,0,0,1,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,8.2
236-27-1144,C,0,1,0,Normal,Female,Food and beverages,16.31,9,73.395,1.541.295,3/26/2019,10:31,Ewallet,8.4
892-05-6689,A,1,0,0,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,6.2
583-41-4548,C,0,1,0,Normal,Male,Home and lifestyle,16.67,7,58.345,1.225.245,2/7/2019,11:36,Ewallet,7.4
339-12-4827,B,0,0,1,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/2019,11:32,Credit card,5
643-38-7867,A,1,0,0,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,6.9
308-81-0538,A,1,0,0,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,4.9
358-88-9262,C,0,1,0,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/2019,18:43,Ewallet,5.1
460-35-4390,A,1,0,0,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,9.1
343-87-0864,C,0,1,0,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,7.1
173-50-1108,B,0,0,1,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,5
243-47-2663,C,0,1,0,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,5.5
841-18-8232,B,0,0,1,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,9.2
701-23-5550,B,0,0,1,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,4.9
647-50-1224,A,1,0,0,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,8.9
541-48-8554,A,1,0,0,Normal,Male,Sports and travel,60.95,9,274.275,5.759.775,1/7/2019,12:08,Credit card,6
539-21-7227,B,0,0,1,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,4.2
213-32-1216,A,1,0,0,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,7.3
747-58-7183,B,0,0,1,Normal,Male,Fashion accessories,57.27,3,85.905,1.804.005,2/9/2019,20:31,Ewallet,6.5
582-52-8065,B,0,0,1,Normal,Female,Fashion accessories,54.31,9,244.395,5.132.295,2/22/2019,10:49,Cash,8.9
210-57-1719,B,0,0,1,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/2019,12:34,Cash,9.7
399-69-4630,C,0,1,0,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,8.6
134-75-2619,A,1,0,0,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,6.9
356-44-8813,B,0,0,1,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,7.7
198-66-9832,B,0,0,1,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/2019,19:38,Cash,9.5
283-26-5248,C,0,1,0,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,4.5
712-39-0363,A,1,0,0,Member,Male,Food and beverages,41.66,6,12.498,262.458,1/2/2019,15:24,Ewallet,5.6
218-59-9410,A,1,0,0,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,8.2
174-75-0888,B,0,0,1,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,7.3
866-99-7614,C,0,1,0,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,4.4
134-54-4720,B,0,0,1,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,5.7
760-90-2357,A,1,0,0,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,5
514-37-2845,B,0,0,1,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,9
698-98-5964,A,1,0,0,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,6.3
718-57-9773,C,0,1,0,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2/3/2019,16:40,Credit card,9.4
651-88-7328,A,1,0,0,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,7.7
241-11-2261,B,0,0,1,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/2019,10:33,Credit card,5.5
408-26-9866,C,0,1,0,Normal,Female,Sports and travel,73.98,7,25.893,543.753,3/2/2019,16:42,Ewallet,4.1
834-83-1826,B,0,0,1,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,7.6
343-61-3544,B,0,0,1,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,8.6
239-48-4278,A,1,0,0,Member,Male,Food and beverages,10.13,7,35.455,744.555,3/10/2019,19:35,Ewallet,8.3
355-34-6244,B,0,0,1,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,8.1
550-84-8664,A,1,0,0,Normal,Male,Sports and travel,85.91,5,214.775,4.510.275,3/22/2019,14:33,Credit card,8.6
339-96-8318,B,0,0,1,Member,Male,Fashion accessories,81.31,7,284.585,5.976.285,3/1/2019,19:49,Ewallet,6.3
458-61-0011,B,0,0,1,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,5.8
592-34-6155,C,0,1,0,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,6.2
797-88-0493,A,1,0,0,Normal,Female,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,7.7
207-73-1363,B,0,0,1,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,8.1
390-31-6381,C,0,1,0,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,7.3
443-82-0585,A,1,0,0,Member,Female,Health and beauty,77.68,4,15.536,326.256,2/1/2019,19:54,Cash,8.4
339-18-7061,C,0,1,0,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,8
359-90-3665,B,0,0,1,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,9.5
375-72-3056,B,0,0,1,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,7
127-47-6963,A,1,0,0,Normal,Male,Health and beauty,51.71,4,10.342,217.182,3/9/2019,13:53,Credit card,9.8
278-86-2735,A,1,0,0,Normal,Female,Food and beverages,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,9.2
695-28-6250,A,1,0,0,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,7.7
379-17-6588,C,0,1,0,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,5.3
227-50-3718,A,1,0,0,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/2019,12:23,Cash,4.4
302-15-2162,C,0,1,0,Member,Male,Health and beauty,46.53,6,13.959,293.139,3/3/2019,10:54,Credit card,4.3
788-07-8452,C,0,1,0,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,9.4
560-49-6611,A,1,0,0,Member,Female,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13,Cash,9.8
880-35-0356,A,1,0,0,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/2019,11:51,Ewallet,4.8
585-11-6748,B,0,0,1,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,5.3
470-31-3286,B,0,0,1,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,8.7
152-68-2907,A,1,0,0,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,9.5
123-35-4896,C,0,1,0,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,5.3
258-69-7810,C,0,1,0,Normal,Female,Fashion accessories,36.85,5,92.125,1.934.625,1/26/2019,18:53,Cash,9.2
334-64-2006,A,1,0,0,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,9.6
219-61-4139,C,0,1,0,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,6.4
881-41-7302,C,0,1,0,Normal,Female,Fashion accessories,64.99,1,32.495,682.395,1/26/2019,10:06,Credit card,4.5
373-09-4567,C,0,1,0,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,6.9
642-30-6693,B,0,0,1,Normal,Female,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,7.8
484-22-8230,C,0,1,0,Member,Female,Fashion accessories,51.89,7,181.615,3.813.915,1/8/2019,20:08,Cash,4.5
830-58-2383,B,0,0,1,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,8.6
559-98-9873,A,1,0,0,Member,Female,Fashion accessories,53.65,7,187.775,3.943.275,2/10/2019,12:56,Ewallet,5.2
544-32-5024,C,0,1,0,Member,Female,Food and beverages,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,6.4
318-12-0304,A,1,0,0,Normal,Male,Fashion accessories,30.61,1,15.305,321.405,1/23/2019,12:20,Ewallet,5.2
349-97-8902,B,0,0,1,Member,Male,Food and beverages,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,8.9
421-95-9805,A,1,0,0,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2/7/2019,10:18,Credit card,6.2
277-35-5865,C,0,1,0,Member,Female,Food and beverages,98.97,9,445.365,9.352.665,3/9/2019,11:23,Cash,6.7
789-23-8625,B,0,0,1,Member,Male,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,7.2
284-54-4231,C,0,1,0,Member,Male,Sports and travel,80.93,1,40.465,849.765,1/19/2019,16:08,Credit card,9
443-59-0061,A,1,0,0,Member,Male,Food and beverages,67.45,10,33.725,708.225,2/3/2019,11:25,Ewallet,4.2
509-29-3912,A,1,0,0,Member,Female,Sports and travel,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,4.2
327-40-9673,B,0,0,1,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,6.9
840-19-2096,C,0,1,0,Member,Male,Electronic accessories,87.91,5,219.775,4.615.275,3/14/2019,18:10,Ewallet,4.4
828-46-6863,A,1,0,0,Member,Male,Food and beverages,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,4
641-96-3695,C,0,1,0,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,8.5
420-97-3340,A,1,0,0,Normal,Female,Food and beverages,71.68,3,10.752,225.792,3/28/2019,15:30,Credit card,9.2
436-54-4512,A,1,0,0,Member,Female,Food and beverages,91.61,1,45.805,961.905,3/20/2019,19:44,Cash,9.8
670-79-6321,B,0,0,1,Member,Female,Home and lifestyle,94.59,7,331.065,6.952.365,1/17/2019,15:27,Credit card,4.9
852-62-7105,B,0,0,1,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,1/12/2019,11:25,Credit card,4.4
598-06-7312,B,0,0,1,Member,Male,Fashion accessories,91.35,1,45.675,959.175,2/16/2019,15:42,Cash,6.8
135-13-8269,B,0,0,1,Member,Female,Food and beverages,78.88,2,7.888,165.648,1/26/2019,16:04,Cash,9.1
816-57-2053,A,1,0,0,Normal,Male,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37,Ewallet,8.7
628-90-8624,B,0,0,1,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,5
856-66-2701,A,1,0,0,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,7.5
308-39-1707,A,1,0,0,Normal,Female,Fashion accessories,12.09 USD,-1,,126.945,1/26/2019,18:19,Credit card,8.2
149-61-1929,A,1,0,0,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,6.7
655-07-2265,A,1,0,0,Normal,Male,Electronic accessories,78.31,3,117.465,2.466.765,3/5/2019,16:38,Ewallet,5.4
589-02-8023,A,1,0,0,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,7
420-04-7590,B,0,0,1,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,4.7
182-88-2763,B,0,0,1,Member,Male,Food and beverages,79.91,3,119.865,2.517.165,3/20/2019,19:28,Credit card,5
188-55-0967,B,0,0,1,Member,Male,Health and beauty,66.47,10,33.235,697.935,1/15/2019,15:01,Credit card,5
610-46-4100,A,1,0,0,Normal,Male,Health and beauty,28.95,7,101.325,2.127.825,3/3/2019,20:31,Credit card,6
318-81-2368,C,0,1,0,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,6.3
364-33-8584,B,0,0,1,Member,Female,Food and beverages,17.63,5,44.075,925.575,3/8/2019,15:27,Cash,8.5
665-63-9737,B,0,0,1,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,7.5
695-09-5146,B,0,0,1,Member,Female,Food and beverages,98.79,3,148.185,3.111.885,2/23/2019,20:00,Ewallet,6.4
155-45-3814,C,0,1,0,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,4.7
794-32-2436,B,0,0,1,Member,Male,Electronic accessories,55.67,2,5.567,116.907,3/27/2019,15:08,Ewallet,6
131-15-8856,C,0,1,0,Member,Female,Food and beverages,72.52,8,29.008,609.168,3/30/2019,19:26,Credit card,4
273-84-2164,C,0,1,0,Member,Male,Electronic accessories,12.05,5,30.125,632.625,2/16/2019,15:53,Ewallet,5.5
706-36-6154,A,1,0,0,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,8.7
778-89-7974,C,0,1,0,Normal,Male,Health and beauty,70.21,6,21.063,442.323,3/30/2019,14:58,Cash,7.4
574-31-8277,B,0,0,1,Member,Male,Fashion accessories,33.63,1,16.815,353.115,3/20/2019,19:55,Cash,5.6
859-71-0933,C,0,1,0,Member,Female,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,6.3
740-11-5257,C,0,1,0,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,7.1
369-82-2676,B,0,0,1,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,7.8
563-47-4072,B,0,0,1,Normal,Female,Health and beauty,55.81,6,16.743,351.603,1/22/2019,11:52,Cash,9.9
742-04-5161,A,1,0,0,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,7.3
149-15-7606,B,0,0,1,Member,Male,Sports and travel,37.32,9,16.794,352.674,3/6/2019,15:31,Ewallet,5.1
133-77-3154,B,0,0,1,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,9.4
169-52-4504,A,1,0,0,Normal,Female,Electronic accessories,15.69,3,23.535,494.235,3/14/2019,14:13,Credit card,5.8
250-81-7186,C,0,1,0,Normal,Female,Electronic accessories,99.69,1,49.845,1.046.745,2/27/2019,10:23,Credit card,8
562-12-5430,A,1,0,0,Member,Female,Fashion accessories,88.15,3,132.225,2.776.725,1/18/2019,10:11,Ewallet,7.9
